日期,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,林口#3,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,興達#2,興達#3,興達#4,大林#1,大林#2,和平#1,和平#2,麥寮#1,麥寮#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,太陽能發電
20210114,33153,30021,3132,10.43,358.668,244.198,0,0,98.4,98.9,94.9,94.6,76.1,0,76.3,42.2,42.9,0,45.6,0,47.7,47.6,48.3,47.2,0,30.7,0,32.5,0,76.1,76.3,0,60.1,0,57,57.4,91.9,293.7,324.2,146.2,110.5,98.3,89.4,49.6,41.9,53.3,27.6,68.9,106.1,73.1,0,13,0,2.2,1.7,1.7,0,1.8,4,1.4,33.9,48.1,0,1.4,3.1,2.5,0,22.7,5.4,0
20210115,32864,29555,3309,11.2,355.322,241.92,0,0,98.4,98.8,95,94.7,75.9,0,76.1,42.7,41.6,0,43.4,0,47.9,47,48.6,47.4,0,30.9,0,33.4,0,76,76.2,0,60.3,0,57.2,57.4,100.6,285.9,313.8,140.9,108.6,81.6,89.4,49.3,41.9,53.2,27.5,66.4,105.8,56,0,13,3,1.4,2,2,0,2,2.7,0.8,28.9,48.1,5.8,1.4,1.3,3.6,0,20.7,10,0
20210116,30167,27121,3046,11.23,331.785,225.894,0,0,98.4,98.9,94.9,94.8,75.9,0,75.9,38,47.1,0,47.2,0,47.8,47.1,48.6,47.4,0,31,0,33.4,0,76.1,76.2,0,60.2,0,47.4,57.3,80,273.3,302.9,142.6,95.9,84.1,0,48.9,41.9,0,0,66.3,78.6,26.9,0,13,3,1.3,1.9,1.8,0,0,3.2,1,28.2,47.1,4,1.3,3.1,1.8,0,17.9,64.2,0
20210117,29746,26712,3034,11.36,314.254,213.959,0,0,98.4,98.9,94.9,94.8,76.1,0,76.2,42.5,42.4,0,40.3,0,41.5,39.6,41.3,38.5,0,29.9,0,33.7,0,76.1,76.4,0,58.9,0,47.4,57.2,71.6,295.7,308.5,167.3,86.2,36.1,0,49.7,0,0,0,65.6,106.1,26.8,0,12.5,3.1,1.4,1.8,1.9,0,0,3.2,1,47.7,66.2,2.2,1.3,3,0,0,17.8,60.7,0
20210118,33095,29938,3157,10.55,347.884,236.856,0,0,98.4,98.9,94.8,94.7,76,0,76.2,42.7,47.1,0,42.3,0,48.3,42.9,48.8,45.4,0,30.8,0,32.4,0,76.1,75.2,0,60.2,0,57,57.3,92.8,282.9,302.9,160.6,97,98.5,92,49.4,41.9,53.6,27.5,66.5,106.3,42.1,0,12.5,3.2,2,2.2,2.2,0,1.8,3.5,1.1,31.3,66,5,1.2,3,1.8,0,22.3,46.8,0.3
20210119,33148,29990,3158,10.53,355.672,242.158,0,0,98.5,98.9,94.8,94.6,76,0,76.1,42.6,47,0,46.8,0,46.3,43,53.2,45.3,0,30.2,0,32.6,0,76.1,76.3,0,60.2,42.6,52.2,55.4,94.2,295.7,302.7,159.8,86.6,98.4,92,49.3,41.9,53.1,27.1,68.9,105.7,27.3,0.2,12.5,2.8,1.6,2,2,0,1.9,3.3,1.1,42.1,66.5,4,1.2,2,0.9,0,22.6,14.7,0
20210120,33134,29984,3150,10.5,356.127,242.467,0,0,98.5,98.9,94.7,94.7,75.7,0,75.9,42.6,49.1,0,47,0,43.2,49.5,48.3,44.5,0,30.7,0,32.5,0,75.9,76.1,0,60.2,37.6,56.9,0,100.3,307.2,300.8,149.1,97.1,98.4,92,48.7,41.9,53.2,27.3,68.9,105.2,64.8,0.7,13.7,3.1,1.8,2.1,2.2,0,1.8,3.2,1,47.4,61.8,4,1.2,1.7,0,0,22.1,8.5,0
20210121,33359,30285,3074,10.15,355.762,242.219,0,0,98.4,98.9,94.8,94.7,75.8,0,76,42.8,48.7,0,47.3,0,48.2,42.6,48.5,47.5,0,31.1,0,32.5,0,75.8,75.9,0,60.3,57.1,56.9,0,93.1,298.9,299.7,164.2,89,98.4,92,48.3,42,52.8,26.9,68.9,103.9,55.4,0,11.6,3.4,2.6,2.4,2.5,0,1.9,4.1,1.4,42.8,65,5.8,1.2,2,4,0,22.9,19.1,0
20210122,33192,30095,3097,10.29,358.199,243.879,0,0,98.5,99,94.8,94.7,75.8,0,75.9,42.9,47.7,0,47.2,0,48.1,37.9,49.3,47.7,0,28.1,0,29.7,0,76,76.2,0,60.3,47.4,56.9,0,89.2,319.1,297.2,152,87,98.3,92,47.9,44.5,51.8,26.7,68.5,102.1,80.5,0,11.6,3.1,1.9,2.3,2.4,0,1.8,3.5,1.4,29.5,57.9,5,1.2,2,4,0,22.5,28,0
20210123,30421,27218,3203,11.77,332.548,226.414,0,0,98.4,98.9,94.8,94.7,75.9,0,76,42.9,50.5,0,51.5,33.8,52.5,50.4,0,21.6,0,23,0,23.2,0,75.7,76,0,60.1,57.1,56.9,0,80.7,308.3,285.5,147.6,94.9,80.5,45.9,0,41.9,0,26.7,68.9,88.4,39.5,0,11.6,3,1.8,2.1,2,0,0,2.7,0.9,28.9,48.9,3,1.2,2,4,0,21.2,38.1,0
20210124,28790,25717,3073,11.95,307.458,209.331,0,0,89.6,98.8,94.8,94.7,75.9,0,76.1,42.2,47.1,0,46.7,43.6,43.2,40.7,0,42.8,0,23.9,0,23.4,0,75.9,76.2,0,56.6,52.2,56.9,0,103.5,291.2,294.9,153,83.7,36.3,0,39.1,0,44.8,0,0,88.9,27.3,0,13.5,1.2,1.3,2,2,0,0,4.5,1.5,28.9,63.7,5.8,1.2,2.2,4,0,18.9,28.9,0
20210125,33063,29794,3269,10.97,341.766,232.69,0,0,98.5,98.9,95,94.7,75.9,0,76.1,42.7,42.6,0,44.8,52,52.9,43,0,47.6,0,23.5,0,23.3,0,76.1,76.2,0,60.1,49.7,56.9,0,149.9,317.5,333.2,159.9,84,21.8,92,49.5,59.7,53.4,0,66.5,103.5,27,0,10.9,2.2,2.3,2.2,2.3,0.4,1.9,4.4,1.5,43.2,49.9,5.8,1.2,2,4,0,21.5,27.7,0
20210126,33152,29933,3219,10.75,351.528,239.336,0,0,98.5,98.9,94.6,94.6,75.8,0,75.8,42.8,42.8,0,46.9,48.9,47.9,47.6,0,47.5,0,23.1,0,23.2,0,76.2,76.2,0,60.1,56.9,56.9,0,146.8,316.7,331.9,149.4,83.8,39.5,94,49.1,59.7,53.2,0,68.6,104.4,27.2,3.7,10.1,3.2,2.4,2.4,2.5,1.1,1.8,4.5,1.5,25.4,64,5.8,1.2,3,3.2,0,21.4,34,0
20210127,32652,29588,3064,10.36,349.069,237.663,0,0,98.5,98.9,94.6,94.6,76,0,76.1,47.2,41.2,0,45.5,46.8,47.4,47.2,0,47.6,0,23.3,0,23.4,0,75.9,76,0,0.4,57,56.9,0,146,310.9,337.2,150.9,87,53.3,92,45.7,64.3,53.4,0,68.6,104.1,35.8,0,15.9,0,1.4,2.2,2,0.8,1.8,4.6,1.6,28.9,65.5,1.7,1.1,1.1,4,0,20.5,52,0
20210128,32843,29557,3286,11.12,350.657,238.744,0,0,98.4,98.8,94.8,94.8,75.8,0,76.1,41.9,41.2,0,42,47.5,46.7,42.4,0,48,0,23.4,0,23.4,0,76.1,76.2,60,60.1,47.1,47.1,0,144.3,278.6,337.2,138.4,83.7,25,88.4,49.8,59.6,53.5,0,66.3,104.6,27.2,1.4,11.7,2.9,1.5,2,2,0.8,1.8,4.4,1.5,28.9,52.1,5.8,1.1,2,4,0,20.6,60.2,0
20210129,32472,29269,3203,10.94,348.035,236.958,0,0,98.4,98.9,95,94.8,76.1,0,76.2,39,38.1,0,46.9,48.8,47.9,42.6,0,42.7,0,23.7,0,24.2,0,76.1,76.2,60.3,60.3,47.1,47.2,0,87.8,300.8,342.8,146.6,58.8,46.4,92,48.5,59.7,53.6,0,68.9,105.7,27.5,0,11.5,2.9,2.2,2.3,2.4,0.8,1.8,4.8,1.6,29.4,48.8,5.8,1.1,3.2,4,0,18.2,49.2,0
20210130,30109,26662,3447,12.93,325.481,221.602,0,0,98.4,98.9,95,94.7,75.9,0,76,34.6,34.4,0,33.2,35.8,35.1,33.2,0,32.9,0,23.2,0,25.2,0,76.1,76.3,60.4,60.3,37.4,37.7,0,88.4,303,354.2,132,53.3,21.7,46.1,48.7,60.1,53.7,0,66.5,53.4,27.6,0,11.5,2.8,1.2,2.4,2.4,1.4,0.3,4.6,1.5,29.3,66.6,0.5,1.1,1.3,3.4,0,19.6,6.8,0
20210131,28364,25458,2906,11.41,304.697,207.451,0,0,98.3,98.9,94.8,94.7,75.8,0,76,43.5,47.2,0,42.4,47.3,47,42.6,0,47.5,0,24.3,0,25.2,0,76.2,76.4,58.7,57.8,37.4,37.7,0,74.3,270.2,356.7,124.4,65.4,43.4,0,49.2,0,48.8,0,0,48.9,28.4,0,11.5,0,1.8,2.4,2.4,1,0.3,4.9,1.7,31.6,76.1,3,1.1,3,2,0,18.5,1.2,0
